mpn,size_code,resistance_ohms,tolerance,tcr,power_w,voltage_v,temp_min_c,temp_max_c,length_mm,width_mm,height_mm
AC1206FR-1318RL,1206,18,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-133KL,1206,3000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-079M1L,1206,9100000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-13750RL,1206,750,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-07178RL,1210,178,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-07196KL,1206,196000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0791RL,1206,91,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073RL,1206,3,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07105KL,1206,105000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072R49L,1206,2.49,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0762KL,1206,62000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074K3L,1206,4300,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0778K7L,1206,78700,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-075K6L,1206,5600,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0716R9L,1210,16.9,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-1356KL,1206,56000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-078K2L,1206,8200,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-1382RL,1206,82,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07464KL,1206,464000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-077K32L,1206,7320,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07620RL,1206,620,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-138R2L,1206,8.2,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07820RL,1206,820,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0712R1L,1210,12.1,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-07143RL,1206,143,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0721R5L,1206,21.5,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074K12L,1206,4120,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072K43L,1206,2430,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071R8L,1206,1.8,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074R53L,1206,4.53,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0749K9L,1206,49900,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071M5L,1206,1500000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073M16L,1206,3160000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071M5L,1206,1500000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07470KL,1206,470000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07332KL,1206,332000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07130RL,1206,130,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071M6L,1206,1600000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0726R1L,1206,26.1,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07287RL,1206,287,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-077M5L,1206,7500000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07680RL,1206,680,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0716K2L,1206,16200,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07511KL,1206,511000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-07110KL,1210,110000,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-0730R1L,1206,30.1,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0751KL,1206,51000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07549KL,1206,549000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0720ML,1206,20000000,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07301KL,1206,301000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07357RL,1206,357,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07430KL,1206,430000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0766R5L,1206,66.5,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0724KL,1206,24000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-075K11L,1206,5110,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-079K53L,1206,9530,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-132K2L,1206,2200,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-079K1L,1206,9100,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-076R8L,1206,6.8,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-075R9L,1206,5.9,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-072RL,1206,2,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0711KL,1206,11000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0782K5L,1206,82500,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07732KL,1206,732000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07249KL,1206,249000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07200RL,1206,200,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-076R2L,1206,6.2,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-079R53L,1206,9.53,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0712RL,1206,12,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0711RL,1210,11,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-072K67L,1206,2670,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-076K34L,1206,6340,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0714RL,1206,14,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0791KL,1206,91000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07127KL,1206,127000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0742K2L,1206,42200,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0762RL,1206,62,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-1356KL,1206,56000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0790R9L,1206,90.9,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07120KL,1206,120000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K69L,1206,1690,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07330KL,1206,330000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0712RL,1210,12,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-07549RL,1206,549,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07910RL,1206,910,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0730R9L,1206,30.9,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0715R4L,1210,15.4,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-075R11L,1206,5.11,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-072KL,1206,2000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-13390RL,1206,390,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-072R7L,1206,2.7,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-076K81L,1206,6810,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-076R81L,1206,6.81,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07270KL,1206,270000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0710ML,1210,10000000,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-071M24L,1206,1240000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0756RL,1206,56,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-07100RL,1210,100,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-0715R4L,1206,15.4,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K2L,1206,1200,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0718KL,1206,18000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071M1L,1206,1100000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072R55L,1206,2.55,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073K9L,1206,3900,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0712K4L,1206,12400,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0754K9L,1206,54900,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-07162RL,1210,162,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1210FR-0713R3L,1210,13.3,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-071K21L,1206,1210,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07430RL,1206,430,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074R7L,1206,4.7,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-075K36L,1206,5360,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07442RL,1206,442,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K58L,1206,1580,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0766K5L,1206,66500,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0782R5L,1206,82.5,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071M3L,1206,1300000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-076M2L,1206,6200000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0730RL,1206,30,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07294RL,1206,294,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0756K2L,1206,56200,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0716RL,1206,16,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0715KL,1210,15000,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-07953RL,1206,953,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07887RL,1206,887,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07332RL,1206,332,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0746K4L,1206,46400,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072K55L,1206,2550,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K33L,1206,1330,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-073R3L,1206,3.3,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071R15L,1206,1.15,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0762RL,1206,62,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071R18L,1206,1.18,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0780R6L,1206,80.6,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-07120KL,1210,120000,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-07154KL,1206,154000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073K83L,1206,3830,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0711K5L,1206,11500,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0711R5L,1206,11.5,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-076K8L,1206,6800,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0713KL,1206,13000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0720RL,1206,20,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072K61L,1206,2610,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072K4L,1206,2400,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-079K31L,1206,9310,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07130KL,1206,130000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0776K8L,1206,76800,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0780K6L,1206,80600,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0784K5L,1206,84500,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07510RL,1206,510,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-079R1L,1206,9.1,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07715KL,1206,715000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07221KL,1206,221000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071K2L,1206,1200,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07866RL,1206,866,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072R15L,1206,2.15,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0713KL,1206,13000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-073M9L,1206,3900000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071ML,1206,1000000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0747RL,1206,47,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074K75L,1206,4750,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073K92L,1206,3920,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0710RL,1206,10,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-073K6L,1206,3600,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-073M6L,1206,3600000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07464RL,1206,464,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K4L,1206,1400,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07316RL,1206,316,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-077K5L,1206,7500,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-078R06L,1206,8.06,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0715KL,1206,15000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0733KL,1206,33000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071R6L,1206,1.6,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073R74L,1206,3.74,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-071R2L,1206,1.2,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0727RL,1206,27,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0730K9L,1206,30900,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0724R3L,1206,24.3,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0768RL,1206,68,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0715K8L,1206,15800,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0724K3L,1206,24300,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07240RL,1206,240,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0710RL,1210,10,1%,-/+200 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-0757K6L,1206,57600,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07374RL,1206,374,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07470RL,1206,470,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0732R4L,1206,32.4,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07806RL,1206,806,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-078K45L,1206,8450,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074K99L,1206,4990,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0788R7L,1206,88.7,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07169RL,1206,169,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07340KL,1206,340000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072R2L,1206,2.2,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0728RL,1206,28,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0716R9L,1206,16.9,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0719R1L,1206,19.1,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07402KL,1206,402000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07110KL,1206,110000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-074R7L,1206,4.7,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073K74L,1206,3740,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K8L,1206,1800,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0716KL,1206,16000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074R02L,1206,4.02,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07270KL,1206,270000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0743KL,1206,43000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07240KL,1206,240000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07187RL,1206,187,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07110RL,1206,110,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-075K1L,1206,5100,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0712KL,1206,12000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210DR-07300RL,1210,300,0.5%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206JR-071M8L,1206,1800000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0736R5L,1206,36.5,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07698KL,1206,698000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0760K4L,1206,60400,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-076K2L,1206,6200,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071R37L,1206,1.37,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-07127RL,1210,127,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206FR-07360RL,1206,360,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-073RL,1206,3,5%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0736KL,1206,36000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072K94L,1206,2940,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07442KL,1206,442000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074K64L,1206,4640,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074M3L,1206,4300000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0720KL,1206,20000,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072R7L,1206,2.7,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072K87L,1206,2870,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07430KL,1206,430000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07105RL,1206,105,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07120RL,1206,120,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-072R4L,1206,2.4,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-072K4L,1206,2400,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-075R23L,1206,5.23,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07430RL,1206,430,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-0722K1L,1206,22100,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0782KL,1206,82000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-07158RL,1206,158,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-073K48L,1206,3480,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-074R64L,1206,4.64,1%,-/+200 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0739RL,1206,39,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-075K23L,1206,5230,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-0775RL,1206,75,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-071K18L,1206,1180,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206FR-1314R3L,1206,14.3,1%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07330KL,1206,330000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1206JR-07100RL,1206,100,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210DR-071R4L,1210,1.4,0.5%,-/+200 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206JR-072M7L,1206,2700000,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
AC1210FR-0710KL,1210,10000,1%,-/+100 ppm/C,0.5,200,-55,155,3.1,2.6,0.55
AC1206JR-07270RL,1206,270,5%,-/+100 ppm/C,0.25,200,-55,155,3.1,1.6,0.55
