Catalog / Data Sheet,Part No.,Status,Brand,Apps.,Feature,L x W Size,T(Max.) / mm,Capacitance,Tolerance,Rated Voltage [DC] / V,Temp. Chara.,AEC- Q200
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7r1v474m080ac.pdf,CGA3E1X7R1V474M080AC Equiv. C1608X7R1V474M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,470nF,±20%,35,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7r1v684k080ac_210110.pdf,CGA3E1X7R1V684K080AC Equiv. C1608X7R1V684K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,680nF,±10%,35,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7r1v684m080ac_210110.pdf,CGA3E1X7R1V684M080AC Equiv. C1608X7R1V684M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,680nF,±20%,35,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7s1c155k080ac_210110.pdf,CGA3E1X7S1C155K080AC Equiv. C1608X7S1C155K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1.5μF,±10%,16,X7S,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7s1c155m080ac_210110.pdf,CGA3E1X7S1C155M080AC Equiv. C1608X7S1C155M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1.5μF,±20%,16,X7S,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7s1c225k080ac_210110.pdf,CGA3E1X7S1C225K080AC Equiv. C1608X7S1C225K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,2.2μF,±10%,16,X7S,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7s1c225m080ac_210110.pdf,CGA3E1X7S1C225M080AC Equiv. C1608X7S1C225M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,2.2μF,±20%,16,X7S,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7t0g106m080ac_20190606.pdf,CGA3E1X7T0G106M080AC Equiv. C1608X7T0G106M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 75V),1.6mm x 0.8mm [EIA 0603],1.1,10μF,±20%,4,X7T,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7t0j106m080ac_210907.pdf,CGA3E1X7T0J106M080AC Equiv. C1608X7T0J106M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 75V),1.6mm x 0.8mm [EIA 0603],1.1,10μF,±20%,6.3,X7T,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e1x7t1a475k080ac.pdf,CGA3E1X7T1A475K080AC Equiv. C1608X7T1A475K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 75V),1.6mm x 0.8mm [EIA 0603],1.1,4.7μF,±10%,10,X7T,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h010c080aa.pdf,CGA3E2C0G1H010C080AA Equiv. C1608C0G1H010C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h020c080aa.pdf,CGA3E2C0G1H020C080AA Equiv. C1608C0G1H020C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,2pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h030c080aa.pdf,CGA3E2C0G1H030C080AA Equiv. C1608C0G1H030C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,3pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h040c080aa.pdf,CGA3E2C0G1H040C080AA Equiv. C1608C0G1H040C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,4pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h050c080aa.pdf,CGA3E2C0G1H050C080AA Equiv. C1608C0G1H050C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,5pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h060d080aa.pdf,CGA3E2C0G1H060D080AA Equiv. C1608C0G1H060D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,6pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h070d080aa.pdf,CGA3E2C0G1H070D080AA Equiv. C1608C0G1H070D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,7pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h080d080aa.pdf,CGA3E2C0G1H080D080AA Equiv. C1608C0G1H080D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,8pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h090d080aa.pdf,CGA3E2C0G1H090D080AA Equiv. C1608C0G1H090D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,9pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h100d080aa.pdf,CGA3E2C0G1H100D080AA Equiv. C1608C0G1H100D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,10pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h101j080aa.pdf,CGA3E2C0G1H101J080AA Equiv. C1608C0G1H101J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,100pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h102j080aa.pdf,CGA3E2C0G1H102J080AA Equiv. C1608C0G1H102J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h103j080aa.pdf,CGA3E2C0G1H103J080AA Equiv. C1608C0G1H103J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,10nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h120j080aa.pdf,CGA3E2C0G1H120J080AA Equiv. C1608C0G1H120J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,12pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h121j080aa.pdf,CGA3E2C0G1H121J080AA Equiv. C1608C0G1H121J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,120pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h122j080aa.pdf,CGA3E2C0G1H122J080AA Equiv. C1608C0G1H122J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1.2nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h150j080aa.pdf,CGA3E2C0G1H150J080AA Equiv. C1608C0G1H150J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,15pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h151j080aa.pdf,CGA3E2C0G1H151J080AA Equiv. C1608C0G1H151J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,150pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h152j080aa.pdf,CGA3E2C0G1H152J080AA Equiv. C1608C0G1H152J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1.5nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h180j080aa.pdf,CGA3E2C0G1H180J080AA Equiv. C1608C0G1H180J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,18pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h181j080aa.pdf,CGA3E2C0G1H181J080AA Equiv. C1608C0G1H181J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,180pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h182j080aa.pdf,CGA3E2C0G1H182J080AA Equiv. C1608C0G1H182J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1.8nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h1r5c080aa.pdf,CGA3E2C0G1H1R5C080AA Equiv. C1608C0G1H1R5C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,1.5pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h220j080aa.pdf,CGA3E2C0G1H220J080AA Equiv. C1608C0G1H220J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,22pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h221j080aa.pdf,CGA3E2C0G1H221J080AA Equiv. C1608C0G1H221J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,220pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h222j080aa.pdf,CGA3E2C0G1H222J080AA Equiv. C1608C0G1H222J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,2.2nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h270j080aa.pdf,CGA3E2C0G1H270J080AA Equiv. C1608C0G1H270J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,27pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h271j080aa.pdf,CGA3E2C0G1H271J080AA Equiv. C1608C0G1H271J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,270pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h272j080aa.pdf,CGA3E2C0G1H272J080AA Equiv. C1608C0G1H272J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,2.7nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h2r2c080aa.pdf,CGA3E2C0G1H2R2C080AA Equiv. C1608C0G1H2R2C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,2.2pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h330j080aa.pdf,CGA3E2C0G1H330J080AA Equiv. C1608C0G1H330J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,33pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h331j080aa.pdf,CGA3E2C0G1H331J080AA Equiv. C1608C0G1H331J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,330pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h332j080aa.pdf,CGA3E2C0G1H332J080AA Equiv. C1608C0G1H332J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,3.3nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h390j080aa.pdf,CGA3E2C0G1H390J080AA Equiv. C1608C0G1H390J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,39pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h391j080aa.pdf,CGA3E2C0G1H391J080AA Equiv. C1608C0G1H391J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,390pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h392j080aa.pdf,CGA3E2C0G1H392J080AA Equiv. C1608C0G1H392J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,3.9nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h3r3c080aa.pdf,CGA3E2C0G1H3R3C080AA Equiv. C1608C0G1H3R3C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,3.3pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h470j080aa.pdf,CGA3E2C0G1H470J080AA Equiv. C1608C0G1H470J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,47pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h471j080aa.pdf,CGA3E2C0G1H471J080AA Equiv. C1608C0G1H471J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,470pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h472j080aa.pdf,CGA3E2C0G1H472J080AA Equiv. C1608C0G1H472J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,4.7nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h4r7c080aa.pdf,CGA3E2C0G1H4R7C080AA Equiv. C1608C0G1H4R7C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,4.7pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h560j080aa.pdf,CGA3E2C0G1H560J080AA Equiv. C1608C0G1H560J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,56pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h561j080aa.pdf,CGA3E2C0G1H561J080AA Equiv. C1608C0G1H561J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,560pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h562j080aa.pdf,CGA3E2C0G1H562J080AA Equiv. C1608C0G1H562J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,5.6nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h680j080aa.pdf,CGA3E2C0G1H680J080AA Equiv. C1608C0G1H680J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,68pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h681j080aa.pdf,CGA3E2C0G1H681J080AA Equiv. C1608C0G1H681J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,680pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h682j080aa.pdf,CGA3E2C0G1H682J080AA Equiv. C1608C0G1H682J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,6.8nF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h6r8d080aa.pdf,CGA3E2C0G1H6R8D080AA Equiv. C1608C0G1H6R8D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,6.8pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h820j080aa.pdf,CGA3E2C0G1H820J080AA Equiv. C1608C0G1H820J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,82pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g1h821j080aa.pdf,CGA3E2C0G1H821J080AA Equiv. C1608C0G1H821J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),1.6mm x 0.8mm [EIA 0603],0.9,820pF,±5%,50,C0G,YES
