mpn,size,resistance_ohms,tolerance,tcr,power_w,voltage_v,overload_voltage_v,temp_min_c,temp_max_c,aecq200
RMCF2010FT49K9,2010,49.9 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT60K4,2010,60.4 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT69K8,2010,69.8 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT75K0,2010,75 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT78K7,2010,78.7 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT100K,2010,100 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT102K,2010,102 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT115K,2010,115 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT124K,2010,124 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT150K,2010,150 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT162K,2010,162 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT165K,2010,165 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT180K,2010,180 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT220K,2010,220 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT221K,2010,221 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT226K,2010,226 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT301K,2010,301 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT357K,2010,357 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT499K,2010,499 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT511K,2010,511 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT549K,2010,549 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT953K,2010,953 Kohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT3M30,2010,3.3 Mohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT8M87,2010,8.87 Mohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010FT10M0,2010,10 Mohm,1%,+/- 100 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JTR150,2010,0.15 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JTR200,2010,0.2 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JTR330,2010,0.33 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1R20,2010,1.2 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1R30,2010,1.3 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1R50,2010,1.5 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1R60,2010,1.6 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1R80,2010,1.8 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2R00,2010,2 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2R20,2010,2.2 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2R70,2010,2.7 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT3R90,2010,3.9 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT4R30,2010,4.3 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT4R70,2010,4.7 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT5R10,2010,5.1 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT5R60,2010,5.6 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT6R80,2010,6.8 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT7R50,2010,7.5 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT8R20,2010,8.2 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT9R10,2010,9.1 ohm,5%,+/- 400 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT12R0,2010,12 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT15R0,2010,15 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT16R0,2010,16 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT18R0,2010,18 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT20R0,2010,20 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT24R0,2010,24 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT39R0,2010,39 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT47R0,2010,47 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT68R0,2010,68 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT75R0,2010,75 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT82R0,2010,82 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT100R,2010,100 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT110R,2010,110 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT120R,2010,120 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT150R,2010,150 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT160R,2010,160 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT180R,2010,180 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT200R,2010,200 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT220R,2010,220 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT240R,2010,240 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT270R,2010,270 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT390R,2010,390 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT470R,2010,470 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT510R,2010,510 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT560R,2010,560 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT620R,2010,620 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT680R,2010,680 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT750R,2010,750 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT820R,2010,820 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT910R,2010,910 ohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1K60,2010,1.6 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2K00,2010,2 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2K20,2010,2.2 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2K70,2010,2.7 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT3K90,2010,3.9 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT4K30,2010,4.3 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT5K10,2010,5.1 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT6K80,2010,6.8 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT9K10,2010,9.1 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT10K0,2010,10 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT11K0,2010,11 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT15K0,2010,15 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT18K0,2010,18 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT20K0,2010,20 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT22K0,2010,22 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT27K0,2010,27 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT33K0,2010,33 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT39K0,2010,39 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT47K0,2010,47 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT62K0,2010,62 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT68K0,2010,68 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT82K0,2010,82 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT110K,2010,110 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT150K,2010,150 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT200K,2010,200 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT360K,2010,360 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT470K,2010,470 Kohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT1M00,2010,1 Mohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2M00,2010,2 Mohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT2M40,2010,2.4 Mohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT3M30,2010,3.3 Mohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF2010JT5M10,2010,5.1 Mohm,5%,+/- 200 ppm,0.75,200,400,-55,155,Compliant
RMCF0402ZT0R00,0402,0 ohm,< 0.05 ohm,N/A,0.063,50,100,-55,155,Compliant
RMCF0402FTR330,0402,0.33 ohm,1%,+/- 300 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FTR510,0402,0.51 ohm,1%,+/- 300 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R05,0402,1.05 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R10,0402,1.1 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R15,0402,1.15 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R20,0402,1.2 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R21,0402,1.21 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R33,0402,1.33 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R37,0402,1.37 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R50,0402,1.5 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R60,0402,1.6 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT1R80,0402,1.8 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R00,0402,2 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R05,0402,2.05 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R20,0402,2.2 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R21,0402,2.21 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R32,0402,2.32 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R43,0402,2.43 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R49,0402,2.49 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R55,0402,2.55 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R70,0402,2.7 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT2R74,0402,2.74 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R00,0402,3 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R01,0402,3.01 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R09,0402,3.09 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R32,0402,3.32 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R60,0402,3.6 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R65,0402,3.65 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R74,0402,3.74 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R90,0402,3.9 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT3R92,0402,3.92 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT4R02,0402,4.02 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT4R53,0402,4.53 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT4R70,0402,4.7 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT4R75,0402,4.75 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT4R99,0402,4.99 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT5R11,0402,5.11 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT5R60,0402,5.6 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT5R76,0402,5.76 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT5R90,0402,5.9 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT6R04,0402,6.04 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT6R20,0402,6.2 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT6R65,0402,6.65 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT6R80,0402,6.8 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT6R98,0402,6.98 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT7R15,0402,7.15 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT7R32,0402,7.32 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT7R68,0402,7.68 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT8R06,0402,8.06 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT8R20,0402,8.2 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT8R25,0402,8.25 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT8R45,0402,8.45 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT8R66,0402,8.66 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT9R09,0402,9.09 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT9R10,0402,9.1 ohm,1%,+/- 200 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT10R5,0402,10.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT10R7,0402,10.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT11R0,0402,11 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT11R3,0402,11.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT11R5,0402,11.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT11R8,0402,11.8 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT12R0,0402,12 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT12R4,0402,12.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT12R7,0402,12.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT13R0,0402,13 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT13R3,0402,13.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT13R7,0402,13.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT14R0,0402,14 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT14R3,0402,14.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT14R7,0402,14.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT15R0,0402,15 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT15R4,0402,15.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT15R8,0402,15.8 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT16R0,0402,16 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT16R2,0402,16.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT16R5,0402,16.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT16R9,0402,16.9 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT17R4,0402,17.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT17R8,0402,17.8 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT18R0,0402,18 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT18R2,0402,18.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT19R1,0402,19.1 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT19R6,0402,19.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT20R0,0402,20 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT20R5,0402,20.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT21R0,0402,21 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT21R5,0402,21.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT22R0,0402,22 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT22R1,0402,22.1 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT22R6,0402,22.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT23R2,0402,23.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT23R7,0402,23.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT24R0,0402,24 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT24R3,0402,24.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT25R5,0402,25.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT26R1,0402,26.1 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT27R0,0402,27 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT27R4,0402,27.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT28R0,0402,28 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT28R7,0402,28.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT29R4,0402,29.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT30R0,0402,30 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT30R9,0402,30.9 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT31R6,0402,31.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT32R4,0402,32.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT33R2,0402,33.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT34R0,0402,34 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT34R8,0402,34.8 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT35R7,0402,35.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT36R0,0402,36 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT36R5,0402,36.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT37R4,0402,37.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT38R3,0402,38.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT39R0,0402,39 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT39R2,0402,39.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT40R2,0402,40.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT41R2,0402,41.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT42R2,0402,42.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT43R0,0402,43 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT43R2,0402,43.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT44R2,0402,44.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT45R3,0402,45.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT46R4,0402,46.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT48R7,0402,48.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT49R9,0402,49.9 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT51R1,0402,51.1 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT52R3,0402,52.3 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT53R6,0402,53.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT54R9,0402,54.9 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT56R0,0402,56 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT56R2,0402,56.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT57R6,0402,57.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT59R0,0402,59 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT60R4,0402,60.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT61R9,0402,61.9 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT62R0,0402,62 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT63R4,0402,63.4 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT64R9,0402,64.9 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT66R5,0402,66.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT68R0,0402,68 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT68R1,0402,68.1 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT69R8,0402,69.8 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT71R5,0402,71.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT73R2,0402,73.2 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT75R0,0402,75 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT76R8,0402,76.8 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT78R7,0402,78.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT80R6,0402,80.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT82R0,0402,82 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT82R5,0402,82.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT84R5,0402,84.5 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT86R6,0402,86.6 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
RMCF0402FT88R7,0402,88.7 ohm,1%,+/- 100 ppm,0.063,50,100,-55,155,Compliant
